category,text
tech,"Microsoft seeking spyware trojan Microsoft is investigating a trojan program that attempts to switch off the firm's anti-spyware software. The spyware tool was only released by Microsoft in the last few weeks and has been downloaded by six million people. Stephen Toulouse, a security manager at Microsoft, said the malicious program was called Bankash-A Trojan and was being sent as an e-mail attachment. Microsoft said it did not believe the program was widespread and recommended users to use an anti-virus program. The program attempts to disable or delete Microsoft's anti-spyware tool and suppress warning messages given to users. It may also try to steal online banking passwords or other personal information by tracking users' keystrokes. Microsoft said in a statement it is investigating what it called a criminal attack on its software. Earlier this week, Microsoft said it would buy anti-virus software maker Sybari Software to improve its security in its Windows and e-mail software. Microsoft has said it plans to offer its own paid-for anti-virus software but it has not yet set a date for its release. The anti-spyware program being targeted is currently only in beta form and aims to help users find and remove spyware - programs which monitor internet use, causes advert pop-ups and slow a PC's performance."
tech,"Broadband set to revolutionise TV BT is starting its push into television with plans to offer TV over broadband. As a telecoms company, BT is moving to a content distribution strategy, Andrew Burke, chief of BT's new Entertainment unit told the IPTV World Forum. ""We want to be an entertainment facilitator,"" he said on the opening day of the London conference. The BBC is also trialling a service to play programmes over the net and has not ruled out offering it to non-licence fee payers overseas. The corporation's Interactive Media Player (iMP) is its first foray into broadband TV - known as IPTV (Internet Protocol TV). ""We see several opportunities for delivering the type of content that normally broadcasters find it difficult to get to viewers,"" said BT's Andrew Burke. With more people on broadband, and connection speeds increasing, telcos around the world are looking for new ways to make money from it. Increased competition between net service providers, encouraged by Ofcom, has eroded BT's position in the market. It is looking for a good return on its investment in the technology which has made broadband over ADSL a reality. It also sees delivering TV over broadband as a way of getting high-definition (HD) content to people sooner than they will be able to get it through conventional, regular broadcasts. The BBC's iMP has just finished successful technical trials and is set for much larger consumer trials later in 2005. Before it officially launches, the BBC must show the government how it offers value for money. Delivering programmes over broadband offers clear public value, says the BBC, because it gives people more control, and more choice. IPTV is a similar idea to VoIP services, like Skype. Both use broadband net connections to carry information, like video and voice, in packets of data instead of conventional means. Since it uses internet technology, IPTV could mean more choice of programmes, more, more interactivity, tailored programming, and more localised content outside of conventional satellite, digital cable, and terrestrial broadcasts. It is all part of the larger changing TV technology landscape and, like personal digital video recorders (PVRs), gives people much more control over TV. Broadcasters see IPTV and PVRs as both as a threat and an opportunity. The BBC recognises that TV over broadband is a reality and aims to innovate with it, said Rahul Chakkara, controller of BBCi's 24/7 interactive TV services. The iMP is based on peer-to-peer technology, and lets people download programmes the BBC owns the rights to for up to seven days after broadcast. ""IPTV enables us to take back that programme to our audience at different times,"" said Mr Chakkara. ""So we can tell our audience that that programme they paid for [via the licence fee], they can access it any time they want."" It helps, said Mr Burke, that people are more au fait with terms like ""digital"", ""interactive"", now that digital TV reaches more than 56% of UK homes. According to Benoit Joly from broadband telecoms firm Thales, 30% of Europe cannot get satellite TV or digital TV. They could get IPTV though. Analysts say that IPTV will account for 10% of the digital TV market in Europe alone by the end of the decade. What needs to happen now, agree analysts, is for connection speeds to be bumped up to handle the service; 20Mbps connections would be ideal. BT does not see itself as a broadcaster of IPTV services, rather as an ""enabler"", said Mr Burke. Its strategy is a ""hybrid"" approach, he explained, where over-the-air conventional broadcasts are supplemented with content over broadband. Initially appealing to niche markets, like sports fans, it will widen out. But IPTV could be used for home-monitoring, ""pet cams"", localised news services, and local authority TV, too says BT. It even suggests that it could target those households in the UK that do not own a computer, 40% of the country. Broadband to them would not be about data and the net - that could come later for them - but about cheap phone calls and more choice of TV programmes. Home Choice already offers 10,000 hours of shows and channels, delivered over broadband to homes in London. With a broadband net subscription, you can also get your TV and phone service. Through content deals and partnerships, it offers satellite as well as terrestrial channels, and bespoke channels based on what viewers pick and choose from its catalogues. It aims to expand nationally, but is seeing a lot of success with what it offers its 15,000 subscribers now, and aims to double uptake as well as reach by the summer. Although still at a very early stage, IPTV is another application for broadband that underlines its growing prominence as a backbone network - another utility like electricity."
tech,"Warnings about junk mail deluge The amount of spam circulating online could be about to undergo a massive increase, say experts. Anti-spam group Spamhaus is warning about a novel virus which hides the origins of junk mail. The program makes spam look like it is being sent by legitimate mail servers making it hard to spot and filter out. Spamhaus said that if the problem went unchecked real e-mail messages could get drowned by the sheer amount of junk being sent. Before now many spammers have recruited home PCs to act as anonymous e-mail relays in an attempt to hide the origins of their junk mail. The PCs are recruited using viruses and worms that compromise machines via known vulnerabilities or by tricking people into opening an attachment infected with the malicious program. Once compromised the machines start to pump out junk mail on behalf of spammers. Spamhaus helps to block junk messages from these machines by collecting and circulating blacklists of net addresses known to harbour infected machines. But the novel worm spotted recently by Spamhaus routes junk via the mail servers of the net service firm that infected machines used to get online in the first place. In this way the junk mail gets a net address that looks legitimate. As blocking all mail from net firms just to catch the spam is impractical, Spamhaus is worried that the technique will give junk mailers the ability to spam with little fear of being spotted and stopped. Steve Linford, director of Spamhaus, predicted that if a lot of spammers exploit this technique it could trigger the failure of the net's e-mail sending infrastructure. David Stanley, UK managing director of filtering firm Ciphertrust, said the new technique was the next logical step for spammers. ""They are adding to their armoury,"" he said. The amount of spam in circulation was still growing, said Mr Stanley, but he did not think that the appearance of this trick would mean e-mail meltdown. But Kevin Hogan, senior manager at Symantec security response, said such warnings were premature. ""If something like this mean the end of e-mail then e-mail would have stopped two-three years ago,"" said Mr Hogan. While the technique of routing mail via mail servers of net service firms might cause problems for those that use blacklists and block lists it did not mean that other techniques for stopping spam lost their efficacy too. Mr Hogan said 90% of the junk mail filtered by Symantec subsidiary Brightmail was spotted using techniques that did not rely on looking at net addresses. For instance, said Mr Hogan, filtering out e-mail messages that contain a web link can stop about 75% of spam."
tech,"US hacker breaks into T-Mobile A man is facing charges of hacking into computers at the US arm of mobile phone firm T-Mobile. The Californian man, Nicholas Lee Jacobsen, was arrested in October. Mr Jacobsen tried at least twice to hack T-Mobile's network and took names and social security numbers of 400 customers, said a company spokesman. The arrest came a year after T-Mobile uncovered the unauthorised access. The US Secret Service has been investigating the case. ""T-Mobile has stringent procedures in place where we monitor for suspicious activity so that limited his activities and we were able to take corrective action immediately,"" Peter Dobrow, a T-Mobile spokesperson said. It is thought that Mr Jacobsen's hacking campaign took place over at least seven months during which time he read e-mails and personal computer files, according to court records. Although Mr Jacobsen, 21, managed to get hold of some data, it is thought he failed to get customer credit card numbers which are stored on a separate computer system, said Mr Dobrow. T-Mobile confirmed that the US Secret Service was also looking into whether the hacker accessed photos that T-Mobile subscribers had taken with their camera phones. The Associated Press agency reported that Mr Jacobsen also read personal files on the Secret Service agent who was apparently investigating the case. A Los Angeles grand jury indicted Mr Jacobsen with intentionally accessing a computer system without authorisation and with the unauthorised impairment of a protected computer between March and October 2004. He is currently on bail. T-Mobile is a subsidiary company of Deutsche Telekom and has about 16.3 million subscribers in the US."
tech,"Software watching while you work Software that can not only monitor every keystroke and action performed at a PC but also be used as legally binding evidence of wrong-doing has been unveiled. Worries about cyber-crime and sabotage have prompted many employers to consider monitoring employees. The developers behind the system claim it is a break-through in the way data is monitored and stored. But privacy advocates are concerned by the invasive nature of such software. The system is a joint venture between security firm 3ami and storage specialists BridgeHead Software. They have joined forces to create a system which can monitor computer activity, store it and retrieve disputed files within minutes. More and more firms are finding themselves in deep water as a result of data misuse. Sabotage and data theft are most commonly committed from within an organisation according to the National Hi-Tech Crime Unit (NHTCU) A survey conducted on its behalf by NOP found evidence that more than 80% of medium and large companies have been victims of some form of cyber-crime. BridgeHead Software has come up with techniques to prove, to a legal standard, that any stored file on a PC has not been tampered with. Ironically the impetus for developing the system came as a result of the Freedom of Information Act, which requires companies to store all data for a certain amount of time. The storage system has been incorporated into an application developed by security firm 3ami which allows every action on a computer to be logged. Potentially it could help employers to follow the trail of stolen files and pinpoint whether they had been emailed to a third party, copied, printed, deleted or saved to CD, floppy disk, memory stick or flash card. Other activities the system can monitor include the downloading of pornography, the use of racist or bullying language or the copying of applications for personal use. Increasingly organisations that handle sensitive data, such as governments, are using biometric log-ins such as fingerprinting to provide conclusive proof of who was using a particular machine at any given time. Privacy advocates are concerned that monitoring at work is not only damaging to employee's privacy but also to the relationship between employers and their staff. ""That is not the case,"" said Tim Ellsmore, managing director of 3ami. ""It is not about replacing dialogue but there are issues that you can talk through but you still need proof,"" he said. ""People need to recognise that you are using a PC as a representative of a company and that employers have a legal requirement to store data,"" he added."
tech,"Sony wares win innovation award Sony has taken the prize for top innovator at the annual awards of PC Pro Magazine. It won the award for taking risks with products and for its ""brave"" commitment to good design. Conferring the award, PC Pro's staff picked out Sony's PCG-X505/P Vaio laptop as a ""stunning piece of engineering"". The electronics giant beat off strong competition from Toshiba and chip makers AMD and Intel to take the gong. Paul Trotter, news and features editor of PC Pro, said several Sony products helped it to take the innovation award. He said Sony's Clie PEG UX50 media player with its swivel screen and qwerty keyboard ""broke the design rules yet again"". Other Sony products that helped included the Vaio W1 desktop computer and the RA-104 media server. Mr Trotter said Sony's combining of computer, screen and keyboard in the W1 was likely to be widely copied in future home PCs. The company has also become one of the first to use organic LEDs in its products. ""While not always inventing new technology itself, Sony was never afraid to innovate around various formats,"" said Mr Trotter. Other awards decided by PC Pro's staff and contributors included one for Canon's EOS 300D digital camera in the Most Wanted Hardware category. Microsoft's Media Player 10 took the award for Most Wanted Software. This year was the 10th anniversary of the PC Pro awards, which splits its prizes into two sections. The first are chosen by the magazine's writers and consultants, the second are voted for by readers. Mr Trotter said more than 13,000 people voted for the Reliability and Service Awards, twice as many as in 2003. Net-based memory and video card shop Crucial shared the award for Online Vendor of the year with Novatech."
tech,"How to smash a home computer An executive who froze his broken hard disk thinking it would be fixed has topped a list of the weirdest computer mishaps. Although computer malfunctions remain the most common cause of file loss, data recovery experts say human behaviour still is to blame in many cases. They say that no matter how effective technology is at rescuing files, users should take more time to back-up and protect important files. The list of the top 10 global data disasters was compiled by recovery company Ontrack. Careless - and preventable - mistakes that result in data loss range from reckless file maintenance practices to episodes of pure rage towards a computer. This last category includes the case of a man who became so mad with his malfunctioning laptop that he threw it in the lavatory and flushed a couple of times. ""Data can disappear as a result of natural disaster, system fault or computer virus, but human error, including 'computer rage', seems to be a growing problem,"" said Adrian Palmer, managing director of Ontrack Data Recovery. ""Nevertheless, victims soon calm down when they realise the damage they've done and come to us with pleas for help to retrieve their valuable information."" A far more common situation is when a computer virus strikes and leads to precious files being corrupted or deleted entirely. Mr Palmer recalled the case of a couple who had hundreds of pictures of their baby's first three months on their computer, but managed to reformat the hard drive and erase all the precious memories. ""Data can be recovered from computers, servers and even memory cards used in digital devices in most cases,"" said Mr Palmer. ""However, individuals and companies can avoid the hassle and stress this can cause by backing up data on a regular basis."""
tech,"Microsoft makes anti-piracy move Microsoft says it is clamping down on people running pirated versions of its Windows operating system by restricting their access to security features. The Windows Genuine Advantage scheme means people will have to prove their software is genuine from mid-2005. It will still allow those with unauthorised copies to get some crucial security fixes via automatic updates, but their options would be ""limited"". Microsoft releases regular security updates to its software to protect PCs. Either PCs detect updates automatically or users manually download fixes through Microsoft's site. Those running pirated Windows programs would not have access to other downloads and ""add-ons"" that the software giant offers. People who try to manually download security patches will have to let Microsoft run an automated checking procedure on their computer or give an identification number. Microsoft's regular patches which it releases for newly-found security flaws are important because they stop worms, viruses and other threats penetrating PCs. Some security experts are concerned that restricting access to such patches could mean a rise in such attacks and threats, with more PCs left unprotected. But Graham Cluley, senior consultant at security firm Sophos, told the BBC News website that it was a positive decision. ""It sounds like their decision to allow critical security patches to remain available to both legitimate and illegitimate users of Windows is good news for everyone who uses the net,"" he said. Windows Genuine Advantage was first introduced as a pilot scheme in September 2004 for English-language versions of Windows. Microsoft's Windows operating system is heavily exploited by virus writers because it is so widespread and they are constantly seeking out new security loopholes to take advantage of. The company is trying to tackle security threats whilst cracking down on pirated software at the same time. Software piracy has cost the company billions, it says. The company announced earlier in January that it was releasing security tools to clean up PCs harbouring viruses and spyware, which 90% of PCs are infected with. The virus-fighting program, updated monthly, is a precursor to Microsoft's dedicated anti-virus software. Last year it introduced the Windows XP Counterfeit Project, a UK-based pilot scheme, which ran from November to December. The scheme meant that anyone with pre-installed copies of the operating system in PCs bought before November could replace counterfeit versions of Windows XP with legal ones for free. It is also increasing efforts to squash software piracy in China, Norway and the Czech Republic, where pirated software is a huge problem, by offering discounts on legitimate software to users of pirated copies Windows. ""China in particular is a problem, with piracy estimated at 92%,"" said Mr Cluley."
tech,"Man auctions ad space on forehead A 20-year-old US man is selling advertising space on his forehead to the highest bidder on website eBay. Andrew Fisher, from Omaha, Nebraska, said he would have a non-permanent logo or brand name tattooed on his head for 30 days. ""The way I see it I'm selling something I already own; after 30 days I get it back,"" he told the BBC Today programme. Mr Fisher has received 39 bids so far, with the largest bid currently at more than $322 (Â£171). ""The winner will be able to send me a tattoo or have me go to a tattoo parlour and get a temporary ink tattoo on my forehead and this will be something they choose, a company name or domain name, perhaps their logo,"" he told the Radio 4 programme. On the online auction, Mr Fisher describes himself as an ""average American Joe, give or take"". His sales pitch adds: ""Take advantage of this radical advertising campaign and become a part of history."" Mr Fisher said that while he would accept any brand name or logo, ""I wouldn't go around with a swastika or anything racial"". He added: ""I wouldn't go around with 666, the mark of the beast. ""Other than that I wouldn't promote anything socially unacceptable such as adult websites or stores."" He said he would use the money to pay college - he is planning to study graphic design. The entrepreneur said his mother was initially surprised by his decision but following all the media attention she felt he was ""thinking outside the box""."
tech,"Putting a face to 'Big Brother' Literally putting a face on technology could be one of the keys to improving our interaction with hi-tech gadgets. Imagine a surveillance system that also presents a virtual embodiment of a person on a screen who can react to your behaviour, and perhaps even alert you to new e-mails. Basic versions of these so-called avatars already exist. Together with speech and voice recognition systems, they could replace the keyboard and mouse in the near future. Some of these ideas have been showcased at the London's Science Museum, as part of its Future Face exhibition. One such avatar is Jeremiah. It is a virtual man, which you can download for free and install in your computer. His creator, Richard Bowden, lecturer at the Centre for Vision, Speech and Signal Processing at the University of Surrey, refers to Jeremiah as ""him"", rather than it. ""Jeremiah is a virtual face that attempts to emulate humans in the way it responds to activity. He is very childlike, he likes visual stimulus,"" he told the BBC News website. ""When he sees children running and laughing and waving at him, he smiles at them. If you ignore him, he gets angry. If you leave, he gets sad. And you can also even surprise him."" Jeremiah is not actually intelligent. It works on vision, reacting in a preset way to the information provided by a surveillance tracker system. It is not able to talk or to hear you, at least not yet. The Surrey team is already working on Jeremiah's next version, that will replace the human face with an underwater and more interactive creature: Finn the fish. ""I am interested in the interaction, providing the ability of a system to watch what's going on and make decisions based on that,"" explained Dr Bowden. The research comes at a time when people are having to cope with an increasing number of hi-tech gadgets. Experts say a much more natural way to interact with these devices, such as a virtual human, could make it much easier to make the most of all those new gizmos. ""If you get up at three o'clock in the morning, and you go downstairs, there are probably two things you are going to do: either going to the bathroom, or maybe you are going to make a cup of tea,"" said Dr Bowden. ""Now if the system can watch your behaviour over time, it can learn this, so it would predict what you are going to do, turn on the lights for you, or, before you even get to the kettle, it could have switched it on."" You might even be able to tell your home surveillance system that you will be going away on holiday, and ask if it could make sure that the house is secure once you have left. This might sound like a scary vision of an Orwellian future. But it might all depend on the face that is watching you. ""When we put the surveillance cameras in our centre, a lot of people were very unhappy about the fact that there was a system watching them,"" said Dr Bowden. ""But when Jeremiah's camera went in, nobody minded, because although it's still watching them, they could see what it was watching."""
tech,"DVD copy protection strengthened DVDs will be harder to copy thanks to new anti-piracy measures devised by copy protection firm Macrovision. The pirated DVD market is enormous because current copy protection was hacked more than five years ago. Macrovision says its new RipGuard technology will thwart most, but not all, of the current DVD ripping (copying) programs used to pirate DVDs. ""RipGuard is designed to... reduce DVD ripping and the resulting supply of illegal peer to peer,"" said the firm. Macrovision said the new technology will work in ""nearly all"" current DVD players when applied to the discs, but it did not specify how many machines could have a problem with RipGuard. Some BBC News website users have expressed concerns that the new technology will mean that DVDs will not work on PCs running the operating system Linux. The new technology will be welcomed by Hollywood film studios which are increasingly relying on revenue from DVD sales. The film industry has stepped up efforts to fight DVD piracy in the last 12 months, taking legal action against websites which offer pirated copies of DVD movies for download. ""Ultimately, we see RipGuard DVD... evolving beyond anti-piracy, and towards enablement of legitimate online transactions, interoperability in tomorrow's digital home, and the upcoming high-definition formats,"" said Steve Weinstein, executive vice president and general manager of Macrovision's Entertainment Technologies Group. Macrovision said RipGuard would also prevent against ""rent, rip and return"" - where people would rent a DVD, copy it and then return the original. RipGuard is expected to be rolled out on DVDs from the middle of 2005, the company said. The new system works specifically to block most ripping programs - if used, those programs will now most likely crash, the company said. Macrovision has said that Rip Guard can be updated if hackers find a way around the new anti-copying measures."
tech,"Movie body hits peer-to-peer nets The movie industry has struck out at file-sharing networks with another round of lawsuits in the US. The Motion Picture Association of America (MPAA) also said it had succeeded in getting a network called LokiTorrent closed down. It is the latest network which uses the peer-to-peer system called BitTorrent to be hit by the MPAA. The MPAA began its legal campaign against operators of similar networks across four continents in December. A Dallas court agreed that Hollywood lawyers would be allowed access to LokiTorrent's server records which could let them single out those who were sharing files illegally. In October 2004, the site had provided links to more than 30,000 files. The action came after the operators of LokiTorrent agreed a settlement with the MPAA. A stark message has appeared on the site from the MPAA warning ""You can click, but you can't hide"". In BitTorrent systems, server sites do not host the files being shared. They host links, called ""trackers"" that direct people to others that have it instead. As well as filing an unspecified number of file suits across the US, the MPAA said it had given operators that host eDonkey servers ""take down"" notices. Hollywood studios are aggressively clamping down on file-sharers who it says infringe copyright laws by copying films and TV programmes then share the files online. But it is now targeting the operators of BitTorrent networks themselves. It has filed 100 lawsuits against operators of BitTorrent server sites since December. The strategy of hitting those who run the servers which link to copyrighted material is intended to stunt file-sharers' ability to swap content using BitTorrent systems. The film industry says the black market for illegally copied videos and DVDs already costs them billions every year and it is worried that illegal file-sharing is adding to their losses. In December, the legal action claimed its most high-profile victim. The popular Suprnova.org website was forced to close, and others like Phoenix Torrent followed soon after."
tech,"Broadband fuels online expression Fast web access is encouraging more people to express themselves online, research suggests. A quarter of broadband users in Britain regularly upload content and have personal sites, according to a report by UK think-tank Demos. It said that having an always-on, fast connection is changing the way people use the internet. More than five million households in the UK have broadband and that number is growing fast. The Demos report looked at the impact of broadband on people's net habits. It found that more than half of those with broadband logged on to the web before breakfast. One in five even admitted to getting up in the middle of the night to browse the web. More significantly, argues the report, broadband is encouraging people to take a more active role online. It found that one in five post something on the net everyday, ranging from comments or opinions on sites to uploading photographs. ""Broadband is putting the 'me' in media as it shifts power from institutions and into the hands of the individual,"" said John Craig, co-author of the Demos report. ""From self-diagnosis to online education, broadband creates social innovation that moves the debate beyond simple questions of access and speed."" The Demos report, entitled Broadband Britain: The End Of Asymmetry?, was commissioned by net provider AOL. ""Broadband is moving the perception of the internet as a piece of technology to an integral part of home life in the UK,"" said Karen Thomson, Chief Executive of AOL UK, ""with many people spending time on their computers as automatically as they might switch on the television or radio."" According to analysts Nielsen//NetRatings, more than 50% of the 22.8 million UK net users regularly accessing the web from home each month are logging on at high speed They spend twice as long online than people on dial-up connections, viewing an average of 1,444 pages per month. The popularity of fast net access is growing, partly fuelled by fierce competition over prices and services."
tech,"Digital guru floats sub-$100 PC Nicholas Negroponte, chairman and founder of MIT's Media Labs, says he is developing a laptop PC that will go on sale for less than $100 (Â£53). He told the BBC World Service programme Go Digital he hoped it would become an education tool in developing countries. He said one laptop per child could be "" very important to the development of not just that child but now the whole family, village and neighbourhood"". He said the child could use the laptop like a text book. He described the device as a stripped down laptop, which would run a Linux-based operating system, ""We have to get the display down to below $20, to do this we need to rear project the image rather than using an ordinary flat panel. ""The second trick is to get rid of the fat , if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory."" The device will probably be exported as a kit of parts to be assembled locally to keep costs down. Mr Negroponte said this was a not for profit venture, though he recognised that the manufacturers of the components would be making money. In 1995 Mr Negroponte published the bestselling Being Digital, now widely seen as predicting the digital age. The concept is based on experiments in the US state of Maine, where children were given laptop computers to take home and do their work on. While the idea was popular amongst the children, it initially received some resistance from the teachers and there were problems with laptops getting broken. However, Mr Negroponte has adapted the idea to his own work in Cambodia where he set up two schools together with his wife and gave the children laptops. ""We put in 25 laptops three years ago , only one has been broken, the kids cherish these things, it's also a TV a telephone and a games machine, not just a textbook."" Mr Negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious. ""Nokia make 200 million cell phones a year, so for us to claim we're going to make 200 million laptops is a big number, but we're not talking about doing it in three or five years, we're talking about months."" He plans to be distributing them by the end of 2006 and is already in discussion with the Chinese education ministry who are expected to make a large order. ""In China they spend $17 per child per year on textbooks. That's for five or six years, so if we can distribute and sell laptops in quantities of one million or more to ministries of education that's cheaper and the marketing overheads go away."""
tech,"Slow start to speedy net services Faster broadband in the UK is becoming a reality as more internet providers offer super-fast services. Some lucky Britons can already take advantage of UK Online's 8 megabits per second service, which was launched in November 2004. BT Retail has announced that it will trial the same speed service, with a national rollout by year end. Other service providers are expected to follow suit and a glut of new voice and video services will follow. ""If the bandwidth is there then ISPs will buy it,"" said Jill Finger, a research director at analyst firm IDC. Others will be watching BT Retail's trials, which is initially for employees and later in the summer for customers, with interest. For BT Retail, she said, the super-fast service could be a way of differentiating it from other players. ""It has been losing market share and this could be one way of gaining some of that back,"" said Ms Finger. Wanadoo is set to trial an 8Mbps service in the summer and also plans to roll out unbundled services - which means it takes over the network from BT - which will provide speeds of up to 15Mbps. There is no timetable for this at the moment. Cable firms ntl and Telewest are also bound to increase bandwidth at some time in the future and, according to an ntl spokesman, are in a better position than BT in the long term. ""BT's network is limited compared to that of cable. With all the other services coming on stream such as video on demand, the question is will 8Mbps be enough?"" he asked."
tech,"Ban hits Half-Life 2 pirates hard About 20,000 people have been banned from playing the Half-Life 2 game. Game maker Valve shut down the online accounts of the players because it had evidence that their copy of the game had been obtained illegally. Copies of Half-Life 2 had been circulating on file-sharing systems soon after it was officially released. Experts said the success of the Half-Life 2 anti-piracy system might tempt other game makers into creating their own version. Half-Life 2 was officially released on 16 November but before gamers could get to grips with the long-awaited title they were forced to authenticate their copy of the game online. Authentication involved setting up an account with Valve's gaming community system called Steam and letting that check which copy of the game was being run. In a statement detailing the banning of the accounts Valve said this system helped identify who had got hold of pirated copies. ""The method used was extremely easy for Valve to trace and confirm, and so there is no question that the accounts disabled were used to try and illegally obtain Half-Life 2,"" read the statement. Valve spokesman Doug Lombardi said that the company had not yet released sales figures for the game and would not say what proportion of all Steam players the 20,000 represented. One effect of Steam's popularity has been to limit the copies of the game sold in shops and artificially depress the game's ranking in the top ten. Even so the title debuted at No 3 in the UK charts. Valve also said that a small number of accounts were closed because people were using stolen credit cards to buy copies of the game or were using stolen Steam accounts. Some of those who have been banned by the move protested their innocence in the online forums on the main Steam site and said they were being punished for what other people did with their account. Some contributors to the forums wondered if the action might force more piracy as people tried to get hold of successive copies of the game to keep ahead of Valve's anti-piracy actions. In its statement Valve also said that rumours that it distributed fake Half-Life 2 keys, copies of the game or instructions on how to hack the game, just to catch pirates and cheats were false. The company said: ""The hack came from the 'community' as do they all."" It added that most of those banned simply tried to use copies of Half-Life 2 circulating on file-swapping systems such as Bit Torrent rather than use hacks to get around the need for CD keys. Rob Fahey, editor of online news site gamesindustry.biz, said the mass banning showed off the power of the Steam system. Before now, he said, it has been hard for game makers to do anything about piracy once the game was being played. ""But with this, Valve is taking really effective steps against people using illegitimate copies of Half-Life 2,"" he said. If Steam proves effective at cutting the piracy of games to a minimum, said Mr Fahey, other game makers may be tempted to set up copycat systems. ""It's not hard to see a point in the near future when every publisher wants you to run an application on your system purely to allow you to play their games,"" he said. This could mean that computers get cluttered with poorly written Steam-type systems that are used to batter people with adverts. Unless game firms were careful, he said, they could face a backlash from consumers who soon get tired of maintaining different accounts for every game they play."
tech,"Apple unveils low-cost 'Mac mini' Apple has unveiled a new, low-cost Macintosh computer for the masses, billed as the Mac mini. Chief executive Steve Jobs showed off the new machine at his annual MacWorld speech, in San Francisco. The $499 Macintosh, sold for Â£339 in the UK, was described by Jobs as the ""most important Mac"" made by Apple. Mr Jobs also unveiled the iPod shuffle, a new music player using cheaper flash memory rather than hard drives, which are used in more expensive iPods. The new computer shifts the company into new territory - traditionally, the firm is known as a design and innovation-led firm rather than as a mass-market manufacturer. The Mac mini comes without a monitor, keyboard and mouse, and a second version with a larger hard drive will also be sold for $599. The machine - which will be available from 22 January - was described by Jobs as ""BYODKM... bring your own display, keyboard, and mouse"". In an attempt to win over Windows PC customers, Mr Jobs said it would appeal to people thinking of changing operating systems. ""People who are thinking of switching will have no more excuses,"" he said. ""It's the newest and most affordable Mac ever."" The new computer has been the subject of speculation for several weeks and while few people will be surprised by the announcement many analysts had already said it was a sensible move. In January, Apple sued a website after it published what it said were specifications for the new computer. Ian Harris, deputy editor of UK magazine Mac Format, said the machine would appeal to PC-owning consumers who had purchased an iPod. ""They want a further taste of Mac because they like what they have seen with iPod."" Harris added: ""Everybody thought that Apple was happy to remain a niche maker of luxury computers, and moving into a market dominated by low margin manufacturers like Dell is a bold move. ""But it shows that Apple is keen to capitalise on the mass market success it's had with the iPod. The Mac mini will appeal to PC users looking for an attractive, 'no fuss' computer."" The new iPod shuffle comes in two versions - one offering 512mb of storage for $99 (Â£69 in the Uk) and a second with one gigabyte of storage for $149 (Â£99) - and went on sale Tuesday. The music player has no display and will play songs either consecutively or shuffled. The smaller iPod will hold about 120 songs, said Mr Jobs. Mr Jobs told the delegates at MacWorld that iPod already had a 65% market share of all digital music players."
tech,"Gadget market 'to grow in 2005' The explosion in consumer technology is to continue into 2005, delegates at the world's largest gadget show, in Las Vegas, have been told. The number of gadgets in the shops is predicted to grow by 11%, while devices which talk to each other will become increasingly important. ""Everything is going digital,"" Kirsten Pfeifer from the Consumer Electronics Association, told the BBC News website. The Consumer Electronics Show (CES) featured the pick of 2005's products. ""Consumers are controlling what they want and technologies like HDTVs [high-definition TVs], digital radio, and digital cameras will remain strong in 2005. ""All the products on show really showed the breadth and depth of the industry."" Despite showing diversity, some delegates attending complained that the showcase lacked as much ""wow factor"" as in previous years. The portable technologies on show also reflected one of the buzzwords of CES, which was the ""time and place shifting"" of multimedia content - being able to watch and listen to video and music anywhere, at any time. At the start of last year's CES, the CEA predicted there would be an average growth of 4% in 2004. That figure was surpassed with the rise in popularity of portable digital music players, personal video recorders and digital cameras. It was clear also that gadgets are becoming a lot more about lifestyle choice, with fashion and personalisation becoming increasingly key to the way gadgets are designed. Part of this has been the rise in spending power of the ""generation X-ers"" who have grown up with technology and who now have the spending power and desire for more devices that suit them. More than 57% of the consumer electronics market is made up of female buyers, according to CEA research. Hybrid devices, which combine a number of multimedia functions, were also in evidence on the show floor. ""A lot of this is driven by just the ability to do it,"" said Stephen Baker, a consumer electronics analyst with retail research firm NPD Group. ""Some of these functions cost next to nothing to add."" As well as the show floor showcasing everything from tiny wearable MP3 players to giant high-definition TVs, several keynote speeches were made by industry leaders, such as Microsoft chief Bill Gates. Despite several embarrassing technical glitches during Mr Gate's pre-show speech, he announced several new partnerships - mainly for the US market. He unveiled new ways of letting people take TV shows recorded on personal video recorders and watch them back on portable devices. He disappointed some, however, by failing to announce any details of the next generation of the Xbox games console. Another disappointment was the lack of exposure Sony's new portable games device, the PSP, had at the show. Sony said the much-anticipated gadget would most likely start shipping in March for the US and Europe. It went on sale in Japan before Christmas. There were only two PSPs embedded in glass cabinets at the show though and no representatives to discuss further details. A Sony representative told the BBC News website this was because Sony did not consider it to be part of their ""consumer technology"" offering. Elsewhere at the show, there was a plethora of colour and plasma screens, including Samsung's 102-inch (2.6 metre) plasma - the largest in the world. Industry experts were also excited about high-definition technologies coming to the fore in 2005, with new formats for DVDs coming out which will hold six times as much data as conventional DVDs. With so many devices on the move there were a lot of products on show offering external storage, like Seagate's 5GB pocket sized external hard drive, which won an innovation for engineering and design prize. More than 120,000 trade professionals attended CES in Las Vegas, which officially ran from 6 to 9 January."
