age,capital-gain,capital-loss,hours-per-week,class
34,0,1887,40, >50K
19,0,0,40, <=50K
59,0,0,40, <=50K
49,0,0,40, <=50K
34,0,0,99, <=50K
23,0,0,20, <=50K
48,0,0,45, <=50K
26,0,0,50, >50K
49,0,0,80, <=50K
32,0,1902,40, >50K
51,0,0,40, >50K
38,0,0,70, <=50K
49,0,0,48, >50K
24,0,0,20, <=50K
90,0,0,40, <=50K
46,0,0,33, <=50K
35,0,0,27, <=50K
44,0,0,40, <=50K
48,0,0,60, <=50K
19,0,0,40, <=50K
43,0,0,40, <=50K
53,0,0,35, >50K
51,0,0,40, >50K
24,0,0,50, <=50K
19,0,0,40, <=50K
45,3137,0,35, <=50K
32,0,0,35, <=50K
38,3103,0,40, >50K
47,0,0,50, >50K
58,0,0,60, <=50K
31,0,0,40, <=50K
34,0,0,40, >50K
21,0,0,40, <=50K
73,0,0,7, <=50K
20,0,0,40, <=50K
39,0,1902,50, >50K
17,0,0,40, <=50K
55,0,0,35, <=50K
29,0,0,50, <=50K
24,0,0,40, <=50K
29,0,0,25, <=50K
54,0,0,10, <=50K
59,0,0,40, <=50K
19,0,0,35, <=50K
33,0,0,40, <=50K
36,0,0,40, <=50K
66,0,0,24, >50K
47,0,0,40, <=50K
57,0,0,52, <=50K
56,0,0,40, <=50K
28,0,0,28, <=50K
33,0,0,60, <=50K
60,0,0,40, >50K
47,0,0,40, <=50K
48,0,0,40, <=50K
34,0,0,28, <=50K
52,0,1902,40, >50K
26,0,0,30, <=50K
61,0,0,63, >50K
71,0,0,24, <=50K
23,0,0,45, <=50K
23,0,0,40, <=50K
57,0,0,15, <=50K
63,5013,0,45, <=50K
71,0,2489,15, <=50K
69,0,0,1, <=50K
71,20051,0,50, >50K
31,0,0,40, <=50K
55,0,0,38, <=50K
25,0,0,40, <=50K
75,0,0,20, <=50K
55,0,0,40, <=50K
31,0,0,40, <=50K
33,0,0,25, <=50K
28,0,0,70, <=50K
29,0,0,52, <=50K
40,0,0,30, >50K
32,0,0,42, <=50K
43,0,0,40, <=50K
45,0,0,32, <=50K
58,0,0,40, >50K
46,0,0,40, <=50K
88,0,0,40, <=50K
37,0,0,40, <=50K
18,0,0,20, <=50K
18,0,0,10, <=50K
25,0,0,40, <=50K
33,0,0,40, <=50K
56,0,0,60, <=50K
24,0,0,40, <=50K
30,0,0,40, <=50K
26,0,0,40, <=50K
46,15024,0,50, >50K
59,0,0,40, >50K
20,0,0,35, <=50K
35,0,0,40, <=50K
63,5013,0,40, <=50K
58,0,0,40, <=50K
51,0,0,50, >50K
38,14344,0,40, >50K
30,0,0,10, <=50K
17,0,0,14, <=50K
35,4386,0,42, >50K
50,0,0,60, <=50K
44,0,0,48, <=50K
27,0,0,50, <=50K
27,2885,0,40, <=50K
35,0,0,40, <=50K
45,0,0,40, <=50K
90,401,0,4, <=50K
21,0,0,20, <=50K
30,0,0,40, >50K
49,0,0,40, <=50K
35,0,0,40, <=50K
24,0,0,40, <=50K
40,0,0,38, <=50K
43,0,0,50, <=50K
45,0,0,24, <=50K
45,0,0,40, >50K
33,0,0,50, <=50K
47,0,1138,40, <=50K
20,0,0,20, <=50K
31,0,0,40, <=50K
20,0,0,40, <=50K
52,0,0,40, >50K
44,0,0,50, <=50K
39,0,0,60, <=50K
45,0,0,40, <=50K
21,0,0,20, <=50K
40,0,0,40, <=50K
42,0,0,50, >50K
19,0,0,20, <=50K
29,7298,0,40, >50K
38,0,0,48, >50K
40,0,0,5, <=50K
30,0,0,40, <=50K
48,0,0,40, <=50K
23,0,0,40, <=50K
33,0,0,40, <=50K
20,0,0,40, <=50K
26,0,0,60, <=50K
41,0,0,40, >50K
43,0,0,42, >50K
54,0,0,40, <=50K
44,0,0,72, >50K
46,0,0,60, >50K
40,0,0,22, <=50K
33,0,0,20, <=50K
40,0,0,40, <=50K
60,0,0,40, <=50K
27,0,0,55, <=50K
49,0,0,46, >50K
19,0,0,25, <=50K
38,0,0,60, <=50K
29,0,0,40, <=50K
77,0,0,40, >50K
41,0,0,40, >50K
37,0,0,40, <=50K
33,0,0,40, <=50K
48,0,0,50, <=50K
34,0,0,35, <=50K
41,0,0,40, <=50K
43,0,0,40, <=50K
42,0,0,10, <=50K
24,0,0,49, <=50K
41,0,1887,50, >50K
36,0,0,40, <=50K
69,1848,0,1, <=50K
19,0,0,35, <=50K
69,0,0,48, <=50K
45,0,0,50, >50K
57,0,0,20, <=50K
51,0,0,35, <=50K
59,0,0,40, <=50K
32,0,0,40, <=50K
28,0,0,43, <=50K
33,0,0,40, <=50K
34,0,0,50, <=50K
40,0,0,40, <=50K
18,0,0,10, <=50K
42,0,0,40, <=50K
35,0,0,38, >50K
55,0,0,48, <=50K
49,0,0,40, <=50K
34,0,0,45, <=50K
28,0,0,50, <=50K
47,0,0,50, <=50K
61,15024,0,50, >50K
26,0,0,40, <=50K
32,0,0,99, >50K
30,0,0,24, <=50K
21,0,0,10, <=50K
19,0,0,20, <=50K
22,0,0,35, <=50K
55,0,0,48, <=50K
34,0,0,40, <=50K
34,0,0,40, <=50K
38,4386,0,40, >50K
18,0,0,30, <=50K
62,0,0,10, <=50K
34,0,1902,38, >50K
39,0,0,40, <=50K
54,0,0,40, >50K
28,0,0,50, <=50K
45,0,0,40, <=50K
21,0,0,49, <=50K
23,0,0,40, <=50K
23,0,0,43, <=50K
41,0,0,40, >50K
37,1151,0,35, <=50K
27,0,0,45, <=50K
75,0,0,50, <=50K
28,0,0,50, <=50K
33,0,0,60, >50K
28,0,0,40, <=50K
30,0,0,40, <=50K
52,0,0,40, <=50K
67,20051,0,25, >50K
74,0,0,40, <=50K
57,0,0,55, <=50K
23,0,0,40, <=50K
21,0,0,20, <=50K
51,99999,0,50, >50K
25,0,1590,44, <=50K
31,0,0,40, <=50K
32,0,0,40, <=50K
36,7298,0,40, >50K
69,20051,0,15, >50K
29,0,0,60, <=50K
41,0,0,45, >50K
46,0,0,60, <=50K
26,0,0,15, <=50K
41,0,0,20, <=50K
53,0,0,40, <=50K
65,6723,0,40, <=50K
26,0,0,43, <=50K
65,0,0,40, <=50K
42,0,0,50, <=50K
24,0,0,40, <=50K
61,0,0,45, >50K
52,0,0,50, >50K
42,0,0,40, >50K
24,0,0,40, <=50K
35,0,1590,40, <=50K
44,0,0,40, <=50K
41,0,0,25, <=50K
40,0,0,40, <=50K
37,0,1887,60, >50K
34,0,0,48, <=50K
24,0,0,60, >50K
33,0,0,40, <=50K
19,0,0,20, <=50K
37,0,0,40, <=50K
37,0,0,68, <=50K
35,0,0,55, <=50K
50,0,0,80, >50K
31,0,0,30, <=50K
52,0,0,40, <=50K
18,0,0,12, <=50K
22,0,0,40, <=50K
36,0,0,4, >50K
25,0,0,25, <=50K
31,0,0,35, <=50K
51,0,0,40, >50K
26,0,0,40, <=50K
38,0,0,45, >50K
45,0,1977,60, >50K
37,0,0,50, <=50K
47,0,0,65, >50K
27,0,0,40, <=50K
41,0,0,50, >50K
17,0,0,6, <=50K
31,0,0,40, <=50K
17,0,0,12, <=50K
57,7688,0,60, >50K
35,0,0,60, <=50K
59,0,0,40, <=50K
18,0,0,5, <=50K
36,0,0,45, <=50K
31,7688,0,40, >50K
32,0,0,72, <=50K
36,0,0,40, <=50K
33,0,0,60, <=50K
49,0,1887,45, >50K
47,0,0,40, <=50K
48,0,0,40, <=50K
29,0,0,40, <=50K
20,0,0,10, <=50K
38,0,0,40, <=50K
19,0,0,40, <=50K
68,0,0,16, <=50K
53,0,0,30, <=50K
59,0,0,40, >50K
36,0,0,60, >50K
23,0,0,36, <=50K
30,0,0,50, <=50K
35,0,0,42, <=50K
37,0,0,40, <=50K
32,0,0,40, <=50K
23,0,0,50, <=50K
48,0,0,60, <=50K
53,0,0,40, <=50K
24,0,0,35, <=50K
41,0,1504,40, <=50K
51,0,0,20, <=50K
59,0,0,50, <=50K
35,7298,0,35, >50K
33,7688,0,50, >50K
48,0,0,40, <=50K
73,0,1735,20, <=50K
58,0,0,42, <=50K
18,0,0,40, <=50K
21,0,0,40, <=50K
27,0,0,40, <=50K
34,0,0,40, <=50K
44,0,0,32, <=50K
46,0,1902,40, >50K
85,0,0,40, >50K
35,0,0,40, <=50K
54,0,0,40, >50K
17,0,0,20, <=50K
56,14084,0,45, >50K
51,0,0,40, <=50K
28,0,0,20, <=50K
53,0,0,40, >50K
24,0,0,10, <=50K
41,99999,0,50, >50K
38,0,0,20, <=50K
45,0,0,40, <=50K
38,0,0,40, <=50K
18,0,0,36, <=50K
45,0,0,50, <=50K
23,0,0,48, <=50K
37,0,0,35, <=50K
47,15024,0,40, >50K
27,0,0,40, <=50K
46,0,0,89, >50K
25,0,0,40, <=50K
36,0,0,40, <=50K
59,0,0,70, >50K
23,0,0,40, <=50K
47,0,0,45, <=50K
38,0,0,50, >50K
39,0,0,40, <=50K
44,15024,0,60, >50K
50,0,0,55, <=50K
29,0,0,40, <=50K
79,0,0,6, <=50K
52,0,0,40, >50K
37,0,0,40, <=50K
51,0,0,40, <=50K
33,0,0,40, <=50K
28,0,0,40, <=50K
64,0,0,25, <=50K
30,0,0,50, <=50K
28,0,0,40, <=50K
39,0,0,40, >50K
44,0,0,45, >50K
45,0,0,40, >50K
34,0,0,44, <=50K
39,0,0,40, <=50K
25,0,0,40, <=50K
43,0,1902,40, >50K
42,0,0,30, <=50K
53,0,0,40, >50K
28,0,0,40, <=50K
24,0,0,40, <=50K
35,3103,0,50, >50K
48,0,0,55, <=50K
24,0,0,20, <=50K
21,0,0,47, <=50K
32,0,0,50, <=50K
48,0,0,50, <=50K
33,0,0,50, >50K
61,0,0,40, <=50K
27,0,0,50, <=50K
61,0,0,40, <=50K
35,0,0,50, >50K
19,0,0,35, <=50K
22,0,0,20, <=50K
37,0,0,40, <=50K
54,0,0,35, <=50K
19,0,0,35, <=50K
27,0,0,40, <=50K
60,0,0,44, <=50K
38,0,0,40, <=50K
31,0,0,50, <=50K
43,0,0,40, <=50K
41,0,0,40, <=50K
42,0,0,55, <=50K
23,0,0,40, <=50K
45,7298,0,40, >50K
64,0,0,40, <=50K
33,0,0,30, <=50K
23,0,0,40, <=50K
29,0,0,46, >50K
43,0,0,40, <=50K
47,0,0,50, <=50K
27,0,0,40, <=50K
23,0,0,50, <=50K
22,0,0,40, <=50K
47,0,0,40, <=50K
36,13550,0,40, >50K
44,0,0,40, >50K
23,0,0,20, <=50K
21,0,0,40, <=50K
33,0,0,20, <=50K
18,0,0,20, <=50K
52,0,0,40, >50K
37,0,0,40, <=50K
47,0,1485,58, <=50K
90,0,0,40, <=50K
23,0,0,38, <=50K
41,0,0,56, >50K
25,4416,0,42, <=50K
27,0,0,40, <=50K
45,0,0,60, <=50K
51,0,0,45, <=50K
31,0,0,40, <=50K
62,0,0,40, <=50K
41,0,0,60, <=50K
51,0,0,36, <=50K
18,0,0,15, <=50K
31,0,0,40, <=50K
42,0,0,40, <=50K
49,0,0,40, <=50K
28,0,0,35, <=50K
65,9386,0,50, >50K
39,0,0,45, >50K
42,0,0,50, >50K
19,0,0,40, <=50K
43,0,0,40, <=50K
26,0,0,40, <=50K
39,0,0,40, <=50K
57,0,0,50, >50K
38,0,0,40, <=50K
45,0,0,42, <=50K
23,0,0,40, <=50K
54,0,0,60, >50K
26,0,0,40, <=50K
21,0,0,40, <=50K
25,3103,0,40, <=50K
51,0,0,50, >50K
51,0,0,50, >50K
26,0,0,40, <=50K
36,0,0,60, <=50K
25,0,0,40, <=50K
42,0,0,80, >50K
40,0,0,60, >50K
62,0,0,38, >50K
26,0,0,40, <=50K
20,0,0,35, <=50K
55,0,0,40, <=50K
33,0,0,50, >50K
28,0,0,40, <=50K
17,0,0,40, <=50K
51,0,0,35, >50K
22,0,0,40, <=50K
32,0,0,8, >50K
50,7688,0,50, >50K
52,0,0,40, <=50K
55,0,0,38, <=50K
37,0,0,40, <=50K
59,0,0,45, <=50K
47,0,0,50, <=50K
22,0,0,40, <=50K
22,0,0,30, <=50K
38,0,0,60, >50K
22,0,0,10, <=50K
21,0,0,40, <=50K
47,0,0,40, >50K
35,0,0,40, >50K
36,0,0,60, <=50K
30,0,0,40, >50K
45,0,0,50, <=50K
56,0,0,55, >50K
58,0,0,50, <=50K
55,0,0,25, <=50K
39,0,0,25, <=50K
41,0,0,40, >50K
31,0,0,40, <=50K
43,0,0,40, <=50K
51,0,0,54, >50K
52,0,0,40, >50K
35,0,0,40, >50K
22,0,0,40, <=50K
29,2202,0,40, <=50K
38,0,0,40, <=50K
38,0,0,40, <=50K
50,0,0,40, >50K
37,0,0,55, <=50K
22,0,0,40, <=50K
49,0,0,40, >50K
43,7688,0,60, >50K
74,0,0,30, >50K
19,0,0,45, <=50K
30,0,0,40, <=50K
22,0,0,40, <=50K
36,0,0,40, <=50K
51,0,0,40, >50K
28,0,0,40, <=50K
53,0,0,48, >50K
22,0,0,35, <=50K
53,0,0,40, <=50K
46,0,1887,40, >50K
55,0,0,60, >50K
41,0,0,40, <=50K
31,0,0,27, <=50K
45,0,0,20, <=50K
56,0,1974,40, <=50K
38,0,0,36, <=50K
38,0,0,55, >50K
53,0,0,40, <=50K
58,0,0,40, <=50K
19,0,0,15, <=50K
32,0,0,40, <=50K
33,0,0,40, <=50K
21,0,0,24, <=50K
46,0,0,50, >50K
66,0,0,4, <=50K
37,0,0,60, <=50K
54,0,0,35, <=50K
38,0,0,40, >50K
24,0,0,40, <=50K
66,0,0,40, <=50K
32,0,0,45, >50K
21,0,0,40, <=50K
29,0,0,40, <=50K
34,0,0,40, <=50K
45,7688,0,50, >50K
24,0,0,40, <=50K
41,0,0,40, <=50K
31,0,0,40, <=50K
39,0,0,50, <=50K
67,0,0,70, <=50K
24,0,0,15, <=50K
29,0,0,14, <=50K
65,0,0,45, <=50K
32,0,0,45, <=50K
28,0,0,40, <=50K
51,0,0,36, <=50K
28,0,1980,40, <=50K
47,0,0,35, <=50K
43,0,0,40, <=50K
34,0,2339,40, <=50K
36,0,0,40, >50K
27,0,0,60, <=50K
52,99999,0,45, >50K
50,0,0,50, >50K
39,0,0,80, <=50K
36,0,0,50, <=50K
33,0,0,36, <=50K
30,0,0,40, <=50K
24,0,0,40, <=50K
50,0,0,40, <=50K
39,5455,0,40, <=50K
22,0,0,50, <=50K
41,0,1980,40, <=50K
54,15024,0,40, >50K
41,0,0,40, <=50K
24,0,0,50, <=50K
66,0,0,40, <=50K
52,0,0,40, <=50K
38,4508,0,55, <=50K
43,0,0,40, <=50K
37,0,0,40, <=50K
23,0,0,35, <=50K
64,0,0,40, <=50K
36,0,0,38, <=50K
30,0,0,40, <=50K
42,7298,0,35, >50K
35,0,0,45, <=50K
31,0,0,50, <=50K
46,0,0,45, >50K
31,0,0,40, >50K
46,0,0,40, <=50K
29,0,0,40, <=50K
41,0,0,60, >50K
18,0,0,40, <=50K
31,0,0,40, <=50K
43,0,0,40, <=50K
25,0,0,40, <=50K
27,0,0,40, <=50K
39,0,0,50, <=50K
40,0,0,40, <=50K
23,0,0,32, <=50K
59,0,0,60, >50K
19,0,0,20, <=50K
35,0,0,39, <=50K
41,7688,0,50, >50K
49,0,0,40, <=50K
51,0,0,45, >50K
33,0,0,40, <=50K
39,0,0,40, <=50K
33,0,0,20, <=50K
27,0,0,40, <=50K
46,0,0,60, <=50K
50,0,0,40, >50K
33,0,0,40, <=50K
57,0,0,40, <=50K
35,0,0,25, <=50K
39,7688,0,60, >50K
52,0,0,47, <=50K
31,0,0,25, <=50K
34,7298,0,54, >50K
33,0,0,40, <=50K
43,0,0,40, <=50K
40,0,0,65, >50K
37,0,0,40, <=50K
23,0,0,52, <=50K
43,0,0,40, >50K
21,0,1504,30, <=50K
59,15024,0,50, >50K
43,0,0,40, <=50K
30,0,0,60, <=50K
47,0,0,90, <=50K
20,0,0,28, <=50K
17,0,0,40, <=50K
64,0,0,39, <=50K
25,0,0,30, >50K
41,0,0,50, >50K
32,0,0,65, <=50K
34,0,0,45, >50K
34,0,0,40, <=50K
21,0,0,40, <=50K
35,0,0,50, >50K
37,0,0,40, <=50K
88,0,1816,50, <=50K
27,0,0,37, <=50K
24,0,0,40, <=50K
26,0,0,40, <=50K
38,0,1340,40, <=50K
41,2174,0,40, <=50K
20,0,0,60, <=50K
49,0,0,32, <=50K
44,0,0,40, <=50K
35,0,0,40, <=50K
31,0,0,52, <=50K
49,0,0,60, <=50K
68,0,0,40, <=50K
44,0,0,30, <=50K
54,0,0,40, <=50K
22,0,0,38, <=50K
63,0,0,35, >50K
18,0,0,36, <=50K
32,0,0,55, >50K
41,2354,0,40, <=50K
68,0,0,10, >50K
44,0,0,40, >50K
26,0,0,16, <=50K
41,0,0,40, <=50K
31,0,0,65, <=50K
17,0,1602,40, <=50K
54,0,0,40, <=50K
55,3464,0,40, <=50K
34,0,0,45, <=50K
22,0,0,35, <=50K
54,3103,0,40, >50K
27,3464,0,45, <=50K
44,0,0,33, <=50K
29,0,0,40, <=50K
66,3818,0,40, <=50K
34,15024,0,40, >50K
23,0,0,10, <=50K
26,0,0,40, <=50K
38,0,0,35, <=50K
29,0,0,40, <=50K
47,0,0,45, <=50K
23,0,0,40, <=50K
47,0,1564,51, >50K
50,0,0,40, >50K
30,0,0,40, <=50K
80,0,0,8, <=50K
38,0,0,40, <=50K
19,0,0,6, <=50K
43,0,0,40, <=50K
23,0,0,3, <=50K
70,0,0,30, <=50K
61,0,0,40, <=50K
19,0,0,40, <=50K
23,0,0,35, <=50K
24,0,0,20, <=50K
21,0,0,24, <=50K
29,0,0,56, <=50K
24,0,0,40, <=50K
51,0,0,40, <=50K
63,0,0,50, <=50K
40,0,0,40, <=50K
18,0,0,25, <=50K
25,4101,0,40, <=50K
36,0,0,50, >50K
48,0,1848,46, >50K
32,0,0,40, >50K
26,0,0,40, <=50K
31,0,0,48, <=50K
23,0,0,35, <=50K
19,0,0,40, <=50K
17,2176,0,20, <=50K
19,0,0,30, <=50K
28,0,0,38, <=50K
54,0,0,80, >50K
33,0,0,40, <=50K
18,0,0,15, <=50K
33,4386,0,60, >50K
39,15024,0,50, >50K
29,0,0,40, <=50K
27,0,0,40, <=50K
44,0,0,55, <=50K
21,0,0,25, <=50K
47,0,0,45, >50K
55,0,0,36, <=50K
49,0,0,40, <=50K
27,0,0,30, <=50K
34,0,0,45, >50K
25,0,0,60, <=50K
27,0,0,40, <=50K
38,0,0,40, >50K
28,0,0,50, >50K
30,0,1974,40, <=50K
30,0,0,40, <=50K
24,0,0,40, <=50K
62,0,0,25, <=50K
34,0,0,40, <=50K
67,0,0,40, <=50K
35,0,0,40, <=50K
67,0,0,40, <=50K
47,0,0,40, >50K
21,0,0,30, <=50K
30,0,0,30, <=50K
43,0,0,45, <=50K
48,0,0,40, >50K
22,0,0,44, <=50K
60,0,0,40, <=50K
17,0,0,20, <=50K
30,0,0,40, <=50K
18,0,0,20, <=50K
17,0,0,30, <=50K
41,0,0,40, <=50K
22,0,0,40, <=50K
61,0,0,40, <=50K
62,0,0,40, <=50K
47,0,0,50, >50K
52,0,0,60, <=50K
44,0,0,32, <=50K
49,0,0,50, >50K
34,0,0,35, <=50K
20,0,0,40, <=50K
47,0,0,40, >50K
41,0,0,45, <=50K
21,0,0,30, <=50K
40,0,0,50, <=50K
26,0,0,45, <=50K
32,0,0,40, <=50K
54,0,0,40, <=50K
18,2176,0,20, <=50K
31,0,0,40, <=50K
36,0,0,40, <=50K
33,0,0,44, <=50K
36,0,0,40, <=50K
20,0,0,30, <=50K
32,4650,0,45, <=50K
20,0,0,10, <=50K
31,0,0,50, >50K
27,0,0,40, <=50K
31,0,0,40, <=50K
40,0,0,40, <=50K
38,0,0,40, <=50K
42,0,0,40, <=50K
20,0,0,35, <=50K
27,0,0,30, <=50K
45,0,0,10, <=50K
58,0,1092,40, <=50K
57,0,0,40, >50K
31,0,0,27, <=50K
31,0,0,46, <=50K
39,0,0,25, <=50K
52,0,0,40, <=50K
41,0,0,40, <=50K
60,0,0,50, >50K
39,0,0,60, >50K
49,0,0,48, <=50K
23,0,0,45, <=50K
35,0,0,40, <=50K
32,0,0,30, <=50K
23,0,0,25, <=50K
44,0,0,20, <=50K
25,3325,0,40, <=50K
36,0,0,40, >50K
38,0,0,35, <=50K
26,0,0,40, <=50K
31,0,0,40, <=50K
46,0,0,60, <=50K
25,0,0,30, <=50K
33,0,0,40, <=50K
36,0,1977,40, >50K
29,0,0,40, <=50K
44,0,0,40, <=50K
65,3818,0,40, <=50K
62,0,0,50, <=50K
48,0,0,48, <=50K
50,0,0,65, <=50K
25,0,0,40, <=50K
28,0,0,40, <=50K
23,0,0,45, <=50K
21,0,0,32, <=50K
47,0,0,40, <=50K
30,0,0,40, <=50K
28,0,0,45, <=50K
40,0,0,5, <=50K
37,0,0,40, <=50K
43,0,3004,40, >50K
40,0,1902,40, >50K
32,0,0,16, <=50K
23,0,0,22, <=50K
24,0,0,40, <=50K
58,0,0,40, <=50K
58,0,0,37, <=50K
66,0,0,45, <=50K
18,0,0,25, <=50K
39,0,0,37, <=50K
40,0,0,40, <=50K
29,0,0,40, <=50K
35,0,0,65, >50K
26,0,0,30, <=50K
52,0,0,40, <=50K
20,0,0,32, <=50K
49,0,0,40, <=50K
76,1173,0,40, <=50K
22,594,0,20, <=50K
24,0,0,40, <=50K
31,0,0,20, <=50K
51,0,0,38, >50K
26,0,0,40, <=50K
61,0,2339,40, <=50K
31,0,0,40, <=50K
21,0,0,55, <=50K
58,0,0,30, <=50K
35,0,0,35, >50K
29,0,0,35, <=50K
35,0,0,40, <=50K
33,0,0,40, <=50K
46,7688,0,40, >50K
36,0,0,40, <=50K
29,0,0,45, <=50K
36,0,0,50, >50K
51,0,0,40, <=50K
41,0,0,40, <=50K
20,0,0,40, <=50K
26,0,0,40, <=50K
52,15024,0,60, >50K
31,0,0,30, <=50K
22,0,1762,25, <=50K
38,3103,0,50, >50K
29,0,0,40, <=50K
48,0,0,50, >50K
39,0,0,40, <=50K
52,3781,0,40, <=50K
42,0,0,40, <=50K
61,0,0,55, <=50K
48,0,0,45, <=50K
27,0,0,20, <=50K
57,0,0,40, <=50K
43,0,0,36, >50K
28,0,1602,25, <=50K
37,0,0,50, <=50K
51,0,0,55, <=50K
55,6418,0,50, >50K
31,0,0,45, <=50K
35,0,0,70, <=50K
28,0,0,38, <=50K
44,0,0,50, <=50K
64,0,0,40, <=50K
37,3464,0,50, <=50K
42,7688,0,40, >50K
59,0,1887,40, >50K
30,0,0,44, <=50K
31,0,0,40, <=50K
25,0,0,45, <=50K
48,0,0,42, >50K
31,0,0,40, >50K
37,0,0,48, <=50K
37,0,0,30, <=50K
37,0,0,38, <=50K
31,0,0,40, >50K
44,0,0,45, >50K
27,0,0,40, <=50K
64,0,0,50, <=50K
44,0,0,40, >50K
25,0,0,40, <=50K
23,0,0,40, <=50K
17,0,0,20, <=50K
42,0,0,40, <=50K
27,0,0,60, <=50K
36,0,0,40, <=50K
18,0,0,15, <=50K
31,0,0,50, <=50K
57,0,0,40, <=50K
23,0,0,50, <=50K
36,0,1887,40, >50K
26,0,0,40, <=50K
17,0,0,22, <=50K
46,0,0,38, <=50K
58,0,0,40, <=50K
44,0,0,15, <=50K
27,0,0,40, <=50K
38,0,0,40, <=50K
59,0,0,60, >50K
47,7298,0,40, >50K
35,7298,0,40, >50K
67,0,0,30, <=50K
49,0,1876,35, <=50K
35,0,0,40, >50K
43,0,0,55, <=50K
65,0,0,30, >50K
45,0,0,55, >50K
62,0,0,60, >50K
31,0,0,40, <=50K
48,0,0,40, >50K
29,0,0,30, <=50K
36,0,0,33, <=50K
67,0,0,40, <=50K
54,0,1628,40, <=50K
52,0,0,40, >50K
43,0,0,40, <=50K
37,0,0,50, <=50K
18,0,0,30, <=50K
36,0,0,40, <=50K
47,15024,0,55, >50K
35,0,0,50, <=50K
22,0,0,20, <=50K
30,15024,0,60, >50K
42,0,0,40, <=50K
26,0,0,40, <=50K
34,0,0,24, <=50K
56,0,0,60, >50K
47,0,0,50, <=50K
31,0,0,40, <=50K
23,0,0,40, <=50K
35,0,0,40, <=50K
52,0,0,40, <=50K
43,0,0,38, <=50K
25,0,0,40, <=50K
42,0,0,40, <=50K
70,0,0,16, <=50K
43,0,0,50, >50K
19,0,0,30, <=50K
40,0,0,45, <=50K
35,0,0,40, <=50K
42,0,0,55, <=50K
31,0,0,45, <=50K
29,0,0,50, >50K
58,0,0,60, <=50K
35,0,0,38, <=50K
34,0,0,32, <=50K
48,0,0,43, <=50K
47,0,0,40, <=50K
49,0,0,60, <=50K
41,0,0,40, <=50K
62,0,0,40, <=50K
35,0,0,40, <=50K
45,0,0,50, <=50K
69,2964,0,6, <=50K
65,0,0,20, <=50K
35,0,0,50, >50K
32,0,2415,48, >50K
36,0,0,50, <=50K
34,0,0,65, <=50K
23,0,0,40, <=50K
17,0,0,8, <=50K
66,0,0,40, >50K
20,0,0,20, <=50K
22,0,0,10, <=50K
30,0,1848,50, >50K
67,0,0,40, <=50K
41,0,0,50, <=50K
28,0,0,55, <=50K
36,0,0,40, <=50K
33,0,0,45, <=50K
36,0,0,40, <=50K
55,0,0,40, <=50K
20,0,0,20, <=50K
36,0,0,40, <=50K
43,0,0,30, <=50K
64,0,0,40, <=50K
36,3325,0,40, <=50K
49,0,0,40, <=50K
39,0,0,37, <=50K
37,0,0,40, <=50K
42,0,0,44, >50K
48,0,0,40, <=50K
46,0,1672,50, <=50K
48,0,0,15, >50K
36,0,0,50, <=50K
21,0,0,25, <=50K
26,0,0,20, <=50K
59,0,0,48, <=50K
33,0,0,33, <=50K
25,0,0,40, <=50K
32,0,0,50, <=50K
24,0,0,43, <=50K
47,99999,0,40, >50K
63,0,0,40, >50K
35,0,1669,45, <=50K
34,0,0,50, <=50K
36,0,0,50, <=50K
61,0,0,30, <=50K
19,0,0,15, <=50K
27,1151,0,40, <=50K
22,0,0,40, <=50K
22,0,0,35, <=50K
30,0,0,40, <=50K
53,0,0,40, <=50K
26,0,0,45, <=50K
42,0,0,45, <=50K
34,0,0,60, >50K
66,0,0,40, <=50K
77,0,0,45, <=50K
41,13550,0,60, >50K
37,0,0,45, <=50K
24,0,0,40, <=50K
33,0,0,60, >50K
48,0,0,40, >50K
20,0,0,16, <=50K
36,0,0,40, >50K
30,0,0,40, <=50K
61,0,0,50, <=50K
27,0,0,50, <=50K
28,0,0,40, <=50K
19,0,0,8, <=50K
59,27828,0,45, >50K
29,0,0,40, >50K
27,0,0,50, <=50K
63,0,0,40, >50K
37,14344,0,40, >50K
42,3325,0,40, <=50K
19,0,0,15, <=50K
22,0,0,50, <=50K
27,0,0,30, <=50K
50,0,0,40, >50K
54,0,0,30, <=50K
32,0,0,30, <=50K
21,0,0,40, <=50K
40,0,0,60, <=50K
43,0,0,40, <=50K
39,7688,0,60, >50K
53,0,0,35, <=50K
41,0,0,40, <=50K
39,0,1887,40, >50K
46,0,0,40, <=50K
41,0,0,45, >50K
28,0,0,40, <=50K
45,0,0,40, <=50K
20,0,0,25, <=50K
56,0,0,50, <=50K
60,0,0,40, <=50K
25,0,0,40, <=50K
37,0,0,40, >50K
71,0,2377,45, >50K
38,0,0,40, <=50K
62,0,0,40, <=50K
51,0,0,99, >50K
27,0,0,38, <=50K
30,0,0,40, >50K
30,0,2002,43, <=50K
32,0,0,55, <=50K
24,0,0,8, <=50K
42,2354,0,16, <=50K
18,0,0,16, <=50K
37,0,0,50, >50K
25,0,0,40, <=50K
23,0,0,38, <=50K
33,0,0,32, <=50K
40,0,0,45, >50K
54,0,0,38, <=50K
73,0,0,40, <=50K
26,2463,0,50, <=50K
26,0,0,30, <=50K
59,0,0,55, >50K
31,0,0,45, <=50K
31,0,0,12, <=50K
22,0,0,35, <=50K
68,0,0,43, <=50K
41,0,0,40, <=50K
