age,education-num,capital-gain,capital-loss,hours-per-week,class
66,16,20051,0,35, >50K
23,9,2597,0,40, <=50K
25,10,0,0,40, <=50K
32,13,0,0,40, <=50K
25,9,0,0,38, <=50K
51,7,0,0,40, <=50K
24,13,0,0,40, <=50K
22,10,0,0,40, <=50K
28,9,0,0,40, <=50K
29,7,0,0,20, <=50K
26,13,0,0,40, <=50K
41,13,0,0,40, >50K
19,10,0,0,35, <=50K
39,9,0,0,26, <=50K
51,15,0,0,50, >50K
29,9,0,0,20, <=50K
27,3,0,0,40, <=50K
33,13,0,0,40, >50K
19,9,0,0,8, <=50K
67,9,0,0,20, <=50K
41,13,0,0,45, >50K
29,14,0,0,40, >50K
28,9,0,0,40, <=50K
25,10,0,0,40, <=50K
21,9,0,0,36, <=50K
24,10,14344,0,50, >50K
48,7,0,0,31, <=50K
46,15,0,0,60, >50K
35,10,0,0,50, <=50K
35,13,0,0,40, >50K
50,6,0,0,40, <=50K
22,9,0,0,40, <=50K
45,10,0,0,40, <=50K
62,13,0,0,40, <=50K
39,14,0,1977,45, >50K
33,9,0,0,40, <=50K
22,10,0,0,30, <=50K
50,9,0,0,48, >50K
25,7,0,0,40, <=50K
44,10,0,0,40, <=50K
26,9,0,0,40, >50K
31,14,0,0,50, >50K
56,9,0,0,15, <=50K
49,4,0,0,40, <=50K
49,8,0,0,40, >50K
46,9,0,0,43, <=50K
33,10,0,0,40, <=50K
25,13,0,0,30, <=50K
40,12,0,0,40, >50K
72,4,0,0,30, <=50K
32,14,0,0,10, <=50K
44,13,0,0,55, <=50K
48,9,0,0,30, <=50K
17,6,0,0,12, <=50K
50,11,0,1887,36, >50K
61,10,15024,0,34, >50K
22,9,0,0,40, <=50K
17,7,0,0,17, <=50K
49,15,0,0,60, >50K
26,9,0,0,50, <=50K
19,10,0,0,10, <=50K
17,8,0,0,16, <=50K
38,9,0,0,40, <=50K
34,11,0,0,40, <=50K
51,9,7298,0,50, >50K
48,9,0,0,42, >50K
63,14,0,0,50, >50K
19,9,0,0,40, <=50K
73,10,20051,0,36, >50K
51,9,0,0,43, <=50K
38,14,0,1485,40, <=50K
54,10,0,0,40, >50K
41,9,0,1848,40, >50K
65,13,0,2377,40, >50K
36,13,4386,0,50, >50K
42,4,0,0,40, <=50K
38,10,7688,0,40, >50K
20,10,0,0,40, <=50K
37,13,0,0,50, >50K
35,9,0,1485,40, >50K
51,10,0,0,40, <=50K
23,11,0,0,40, <=50K
27,13,0,0,40, <=50K
19,10,0,0,16, <=50K
37,11,0,0,42, >50K
29,9,0,0,45, <=50K
33,2,0,2603,32, <=50K
60,9,4650,0,40, <=50K
22,13,0,0,20, <=50K
22,10,0,1721,20, <=50K
60,11,0,0,37, <=50K
35,7,0,0,20, <=50K
45,11,0,0,40, <=50K
30,9,0,0,40, >50K
43,10,0,0,70, >50K
32,14,0,0,38, <=50K
35,9,0,0,42, <=50K
32,11,0,0,40, <=50K
61,11,0,0,40, >50K
40,14,1506,0,40, <=50K
20,6,0,0,30, <=50K
42,13,0,0,60, >50K
21,10,0,0,35, <=50K
21,10,0,0,20, <=50K
26,13,0,0,40, <=50K
36,9,0,0,60, >50K
24,13,0,0,40, <=50K
47,13,0,0,57, >50K
51,12,0,0,30, <=50K
65,9,0,0,40, <=50K
61,13,0,0,12, <=50K
67,10,0,0,25, <=50K
49,9,0,0,25, <=50K
63,9,0,1485,40, >50K
58,11,0,1887,48, >50K
61,4,0,0,40, <=50K
36,9,0,0,35, <=50K
19,10,0,0,40, <=50K
29,10,0,0,35, <=50K
43,13,0,1887,40, >50K
60,9,2597,0,55, <=50K
21,10,0,0,40, <=50K
22,9,0,0,40, <=50K
33,13,0,0,65, >50K
36,13,0,0,50, <=50K
37,13,0,0,46, <=50K
35,12,0,0,40, <=50K
17,6,0,0,30, <=50K
37,9,0,0,60, >50K
22,9,0,0,45, <=50K
28,10,0,0,40, >50K
42,10,0,0,40, <=50K
57,9,5178,0,60, >50K
26,10,0,0,65, <=50K
45,7,0,0,50, <=50K
32,13,0,0,44, >50K
63,10,0,0,43, <=50K
22,10,0,0,20, <=50K
36,10,0,0,55, >50K
45,9,0,0,40, <=50K
34,15,0,0,55, >50K
27,13,0,0,60, <=50K
20,10,0,0,20, <=50K
47,9,0,0,56, >50K
46,4,0,0,52, <=50K
28,10,0,0,40, <=50K
45,9,0,0,40, <=50K
26,13,0,0,40, <=50K
32,6,0,0,45, <=50K
30,8,0,0,40, <=50K
59,6,0,0,40, <=50K
58,16,0,0,43, >50K
45,10,0,0,30, <=50K
76,10,0,0,40, <=50K
38,9,0,0,40, <=50K
32,14,0,0,40, <=50K
38,9,0,0,50, <=50K
30,12,0,0,36, <=50K
53,11,0,0,40, >50K
41,13,0,0,40, <=50K
27,13,0,0,50, <=50K
44,12,0,0,30, <=50K
35,14,0,0,50, >50K
36,2,0,0,40, <=50K
51,10,0,0,10, >50K
42,9,0,0,40, <=50K
40,13,7298,0,50, >50K
45,9,0,0,40, <=50K
55,5,99999,0,37, >50K
36,4,0,0,40, <=50K
57,9,0,0,40, >50K
27,9,0,0,45, <=50K
62,14,4650,0,40, <=50K
29,13,0,0,55, <=50K
38,13,0,0,30, <=50K
29,9,0,0,50, <=50K
18,10,0,0,30, <=50K
19,8,0,0,30, <=50K
32,14,4865,0,40, <=50K
34,13,0,1741,40, <=50K
25,12,0,0,55, <=50K
34,14,0,0,35, <=50K
37,10,0,0,38, <=50K
37,9,0,0,45, <=50K
18,9,0,0,25, <=50K
24,11,0,0,40, <=50K
17,8,0,0,30, <=50K
35,13,0,0,40, <=50K
31,11,0,0,32, <=50K
29,12,0,0,60, <=50K
49,9,0,0,40, <=50K
71,13,0,0,10, >50K
35,9,0,0,40, <=50K
55,9,0,0,50, <=50K
37,3,0,0,40, <=50K
33,10,0,0,18, <=50K
49,13,0,0,45, >50K
32,9,0,0,45, <=50K
63,7,0,0,40, <=50K
39,14,0,0,40, <=50K
42,9,0,0,40, <=50K
30,14,0,0,50, >50K
30,11,0,0,40, <=50K
48,9,0,0,40, >50K
57,13,0,0,10, <=50K
56,6,0,0,45, <=50K
28,10,0,0,40, <=50K
43,13,0,0,24, >50K
46,9,0,0,60, <=50K
60,13,15024,0,45, >50K
50,14,0,0,65, <=50K
37,15,0,0,50, >50K
41,9,0,0,40, <=50K
38,10,0,0,38, >50K
23,10,0,0,40, <=50K
59,10,0,0,50, >50K
72,14,2329,0,60, <=50K
47,10,0,0,33, <=50K
29,11,0,0,40, <=50K
35,13,0,0,60, <=50K
24,10,0,0,15, <=50K
22,9,0,0,40, <=50K
24,9,0,0,40, <=50K
42,13,7298,0,45, >50K
55,13,0,0,72, <=50K
40,14,0,0,20, <=50K
61,9,0,0,40, <=50K
58,13,0,0,72, <=50K
39,9,0,0,40, <=50K
45,10,0,0,50, <=50K
25,9,0,0,45, <=50K
69,16,0,0,50, >50K
36,13,0,0,60, <=50K
34,11,7688,0,40, >50K
45,13,0,0,45, >50K
27,8,0,0,45, <=50K
28,10,0,0,40, <=50K
27,10,0,0,60, <=50K
41,9,0,0,40, <=50K
18,9,0,0,30, <=50K
44,13,0,0,40, >50K
47,11,0,0,45, >50K
36,9,0,0,40, <=50K
66,1,0,0,40, <=50K
33,9,0,0,45, <=50K
39,9,0,0,40, >50K
30,9,0,0,40, <=50K
34,9,0,0,40, >50K
62,14,0,0,32, <=50K
21,10,0,0,45, <=50K
50,14,7298,0,50, >50K
30,13,3103,0,60, >50K
43,9,0,0,40, >50K
19,10,0,0,40, <=50K
26,11,0,0,50, <=50K
50,4,0,1579,65, <=50K
45,14,0,0,40, >50K
46,14,0,0,50, >50K
17,6,0,0,15, <=50K
56,4,0,0,40, >50K
25,10,3103,0,40, >50K
47,14,0,0,42, <=50K
23,9,0,0,45, <=50K
51,9,0,0,20, <=50K
19,10,0,0,25, <=50K
33,9,0,0,40, <=50K
32,9,0,0,80, <=50K
52,9,0,0,40, <=50K
36,10,0,0,40, <=50K
34,9,0,0,40, <=50K
26,9,0,0,40, <=50K
26,8,0,0,98, <=50K
35,10,0,0,40, <=50K
58,13,0,0,40, >50K
32,7,0,0,50, <=50K
23,10,0,0,40, <=50K
28,10,0,0,40, <=50K
20,6,0,0,35, <=50K
17,6,0,0,20, <=50K
56,9,3103,0,45, >50K
26,9,0,0,40, <=50K
43,13,1506,0,36, <=50K
45,10,0,0,35, <=50K
34,10,7688,0,50, >50K
54,2,0,0,35, <=50K
51,9,0,0,40, <=50K
58,10,0,0,60, <=50K
49,12,2597,0,40, <=50K
21,11,0,0,40, <=50K
44,10,0,0,40, <=50K
26,13,0,0,50, <=50K
39,13,0,0,40, <=50K
19,9,0,0,40, <=50K
37,10,0,0,40, <=50K
49,9,0,0,32, <=50K
45,9,0,0,40, <=50K
60,9,0,0,40, <=50K
28,13,0,0,40, <=50K
23,10,0,0,30, <=50K
44,13,0,0,45, <=50K
19,10,0,0,12, <=50K
37,9,0,0,40, >50K
41,9,0,0,38, <=50K
56,13,7688,0,40, >50K
44,12,0,0,54, >50K
30,13,0,0,36, >50K
23,13,0,0,40, <=50K
44,9,3103,0,40, >50K
38,9,7688,0,70, >50K
32,10,5178,0,50, >50K
57,14,0,0,20, <=50K
35,15,7688,0,50, >50K
48,13,99999,0,50, >50K
32,10,0,0,99, <=50K
76,14,0,0,15, <=50K
57,9,0,0,30, <=50K
58,10,0,0,40, <=50K
51,14,7298,0,50, >50K
50,6,0,0,40, <=50K
38,9,0,0,25, <=50K
53,9,0,2002,40, <=50K
59,4,0,0,20, <=50K
23,9,0,0,40, <=50K
44,11,8614,0,40, >50K
23,13,0,0,40, <=50K
23,12,0,0,20, <=50K
44,13,0,0,40, >50K
30,9,0,0,40, <=50K
28,9,0,0,40, <=50K
46,10,0,0,40, <=50K
34,1,0,0,25, <=50K
38,13,27828,0,45, >50K
26,10,0,0,37, <=50K
39,9,0,0,40, <=50K
28,10,0,0,40, <=50K
33,14,0,0,19, <=50K
43,14,0,2547,40, >50K
30,13,0,0,40, <=50K
59,14,0,0,50, >50K
26,9,0,0,45, <=50K
28,10,0,0,24, <=50K
48,10,0,0,40, <=50K
49,13,1506,0,35, <=50K
41,9,0,2179,40, <=50K
20,10,0,0,30, <=50K
49,9,0,0,40, >50K
37,13,0,0,40, <=50K
18,8,0,0,8, <=50K
61,9,0,0,40, >50K
26,9,0,0,48, <=50K
66,13,0,0,12, <=50K
68,14,3273,0,40, <=50K
27,9,0,0,40, <=50K
66,10,0,0,7, <=50K
28,6,0,0,15, <=50K
26,13,0,0,40, <=50K
25,9,0,0,40, <=50K
46,10,0,0,48, <=50K
62,13,0,0,40, <=50K
35,9,0,1974,40, <=50K
26,9,0,0,60, <=50K
40,9,0,0,40, <=50K
31,10,0,0,45, <=50K
52,9,0,0,40, <=50K
61,9,0,0,12, <=50K
39,7,0,0,40, <=50K
25,9,114,0,40, <=50K
47,13,0,0,48, <=50K
33,13,0,0,40, <=50K
17,7,0,0,25, <=50K
26,9,0,0,45, <=50K
25,9,0,0,40, <=50K
39,9,0,0,16, <=50K
33,14,7298,0,45, >50K
46,10,0,0,40, <=50K
27,10,0,0,20, <=50K
48,9,7298,0,40, >50K
29,7,0,0,5, <=50K
40,13,0,0,40, <=50K
24,13,0,0,40, <=50K
55,13,0,1579,35, <=50K
56,9,0,0,40, >50K
25,12,0,0,30, <=50K
36,10,0,0,50, <=50K
26,9,0,0,45, <=50K
37,9,0,0,44, >50K
36,9,0,0,40, <=50K
23,7,0,0,50, <=50K
25,13,0,0,60, <=50K
36,9,0,0,40, <=50K
37,10,0,0,70, <=50K
39,12,5178,0,48, >50K
35,11,0,0,40, <=50K
33,7,0,0,40, <=50K
31,10,0,0,46, <=50K
49,10,0,0,22, <=50K
34,13,0,0,50, <=50K
40,9,0,0,60, <=50K
27,10,0,0,40, <=50K
50,16,0,0,23, <=50K
38,8,0,0,50, <=50K
55,13,0,0,40, <=50K
49,4,0,0,70, <=50K
40,13,0,0,40, <=50K
42,11,0,0,30, <=50K
51,13,0,0,50, >50K
27,13,0,0,50, <=50K
30,9,0,0,40, >50K
70,16,0,0,20, >50K
40,6,0,0,40, <=50K
43,13,0,0,35, <=50K
24,9,0,0,40, <=50K
22,4,0,0,40, <=50K
38,13,0,0,60, >50K
52,9,0,0,40, <=50K
32,11,0,0,50, >50K
33,11,0,0,40, <=50K
21,9,0,0,40, <=50K
27,10,0,0,50, <=50K
31,9,0,0,50, <=50K
29,14,0,0,40, >50K
49,3,0,2603,40, <=50K
61,13,0,0,7, >50K
46,13,0,0,50, >50K
37,7,0,0,40, <=50K
56,13,0,0,40, >50K
37,10,0,0,40, <=50K
26,9,0,0,40, <=50K
31,10,0,0,35, <=50K
36,9,0,0,40, <=50K
52,6,0,0,45, <=50K
40,10,0,0,60, <=50K
21,9,0,0,60, <=50K
63,6,0,0,40, <=50K
30,9,0,0,40, <=50K
30,13,0,0,20, <=50K
50,13,0,0,60, <=50K
41,14,0,0,45, <=50K
39,13,0,0,60, >50K
23,9,0,0,48, <=50K
52,9,0,2377,40, <=50K
17,7,0,0,20, <=50K
46,11,0,625,40, <=50K
26,10,0,0,42, <=50K
30,10,0,1740,40, <=50K
23,10,0,0,50, <=50K
21,10,0,0,12, <=50K
39,9,0,0,55, <=50K
37,11,0,0,40, <=50K
40,14,99999,0,50, >50K
38,10,0,0,20, <=50K
47,13,4064,0,60, <=50K
20,10,0,0,35, <=50K
35,9,0,0,40, <=50K
62,13,14084,0,40, >50K
32,7,0,0,15, <=50K
42,13,0,0,60, >50K
32,6,0,0,40, <=50K
27,10,0,0,30, <=50K
53,13,0,0,45, >50K
28,3,0,0,25, <=50K
26,9,0,0,40, <=50K
47,15,0,0,45, >50K
23,10,0,0,40, <=50K
70,10,0,0,30, <=50K
41,13,0,0,40, <=50K
43,14,0,0,45, <=50K
65,9,0,0,25, <=50K
40,9,0,1672,40, <=50K
64,9,0,0,45, >50K
40,10,0,0,45, <=50K
43,13,0,0,35, <=50K
50,9,0,0,48, <=50K
19,10,0,0,30, <=50K
32,13,2174,0,60, <=50K
32,7,0,0,40, <=50K
42,7,1506,0,50, <=50K
41,9,0,0,40, >50K
30,10,0,0,40, <=50K
20,10,0,0,30, <=50K
45,9,0,0,40, <=50K
42,16,0,1902,50, >50K
24,12,0,0,40, <=50K
43,13,0,0,50, <=50K
28,9,0,0,40, <=50K
35,9,0,0,40, <=50K
36,9,0,0,50, <=50K
38,9,0,0,40, <=50K
32,13,0,0,35, <=50K
50,9,0,0,40, <=50K
34,9,0,0,55, >50K
35,9,0,0,40, <=50K
30,14,0,0,40, <=50K
61,3,0,0,40, <=50K
27,13,0,0,38, <=50K
61,9,0,0,40, <=50K
18,3,0,0,40, <=50K
31,9,0,0,40, >50K
31,13,0,0,60, <=50K
20,9,0,0,40, <=50K
35,8,0,0,40, <=50K
51,9,0,0,40, <=50K
43,10,7688,0,40, >50K
18,7,0,0,20, <=50K
55,15,99999,0,40, >50K
59,9,0,0,40, <=50K
21,9,0,0,40, <=50K
22,6,0,0,40, <=50K
60,10,0,0,40, <=50K
49,9,0,0,40, >50K
21,9,0,0,40, <=50K
61,9,0,0,40, <=50K
64,3,0,0,40, <=50K
63,9,0,0,40, <=50K
27,13,0,0,40, <=50K
23,13,0,0,30, <=50K
41,9,0,0,45, <=50K
18,8,0,0,25, <=50K
40,9,7298,0,40, >50K
55,13,0,0,40, >50K
17,6,0,1602,12, <=50K
34,10,0,1504,60, <=50K
24,13,0,0,40, <=50K
30,15,0,0,45, >50K
29,14,0,0,60, <=50K
52,13,0,0,40, >50K
57,10,0,0,40, >50K
38,13,0,0,45, <=50K
43,14,0,0,50, >50K
61,10,0,0,40, <=50K
38,13,15024,0,65, >50K
51,9,0,0,40, >50K
40,13,0,0,40, <=50K
41,10,0,0,40, >50K
19,10,0,0,20, <=50K
28,4,0,0,40, <=50K
59,10,0,0,40, <=50K
32,13,0,0,40, <=50K
31,9,0,0,40, >50K
30,12,0,0,48, <=50K
54,10,0,0,40, <=50K
33,11,0,2444,42, >50K
20,10,0,0,10, <=50K
27,10,0,0,40, <=50K
32,9,0,0,48, <=50K
35,9,0,0,40, <=50K
27,7,0,0,45, <=50K
40,13,0,0,46, >50K
34,11,0,0,40, <=50K
34,12,0,0,40, >50K
38,10,0,0,25, <=50K
28,9,0,0,40, <=50K
65,10,0,0,27, <=50K
61,10,0,0,16, <=50K
18,7,0,0,25, <=50K
35,13,5178,0,50, >50K
45,13,0,0,40, <=50K
68,9,0,0,20, <=50K
25,10,0,0,50, <=50K
48,15,0,0,13, <=50K
19,10,0,0,40, <=50K
43,13,0,0,50, >50K
54,13,0,0,45, >50K
47,13,0,0,50, <=50K
25,11,4865,0,40, <=50K
30,12,0,0,40, <=50K
67,10,0,0,8, <=50K
35,9,0,0,40, <=50K
26,10,0,0,18, <=50K
61,9,0,0,40, <=50K
54,9,0,0,32, <=50K
50,8,0,0,40, >50K
32,5,0,0,40, <=50K
34,9,0,0,25, <=50K
36,9,0,0,40, <=50K
50,10,0,0,40, >50K
28,7,0,0,40, <=50K
22,9,0,0,19, <=50K
58,7,0,0,20, <=50K
27,3,0,0,75, <=50K
62,13,0,0,38, <=50K
36,13,27828,0,55, >50K
21,10,594,0,4, <=50K
41,14,0,0,45, <=50K
28,10,0,0,45, <=50K
33,13,0,0,40, <=50K
54,13,0,0,45, >50K
19,10,0,1721,25, <=50K
76,4,0,0,30, <=50K
25,13,0,0,25, <=50K
34,13,0,0,50, >50K
40,13,0,0,40, <=50K
22,7,0,0,30, <=50K
17,7,0,0,15, <=50K
55,10,0,0,20, <=50K
51,10,0,0,40, <=50K
26,3,0,0,40, <=50K
44,13,0,0,48, <=50K
65,6,0,0,70, <=50K
54,9,0,0,40, >50K
34,12,0,0,40, <=50K
42,9,0,0,40, <=50K
26,9,0,0,70, <=50K
39,3,0,0,40, <=50K
46,7,0,0,40, <=50K
34,13,0,0,40, <=50K
59,9,0,0,40, <=50K
20,9,0,0,50, <=50K
34,10,0,0,45, >50K
62,9,5178,0,40, >50K
51,9,0,0,20, <=50K
34,10,0,0,40, >50K
47,13,0,0,50, <=50K
21,10,0,0,20, <=50K
30,11,0,0,49, <=50K
38,9,0,0,60, <=50K
45,13,5178,0,40, >50K
23,10,0,0,35, <=50K
34,10,0,0,48, >50K
22,8,0,0,40, <=50K
31,9,0,0,40, <=50K
50,9,0,0,40, <=50K
19,2,0,0,52, <=50K
28,13,15024,0,45, >50K
23,9,0,0,50, <=50K
35,9,0,0,40, <=50K
28,9,0,0,40, <=50K
27,10,0,0,30, <=50K
46,13,0,0,55, <=50K
27,9,0,0,40, <=50K
25,6,0,0,40, <=50K
34,10,0,0,70, <=50K
33,9,0,0,40, <=50K
36,10,0,0,40, <=50K
30,4,0,0,48, <=50K
23,10,0,0,47, <=50K
36,3,0,0,32, <=50K
29,13,0,0,45, <=50K
50,10,7688,0,40, >50K
19,8,0,0,40, <=50K
20,10,0,0,40, <=50K
52,9,0,0,40, >50K
20,9,0,0,40, <=50K
22,11,0,0,40, <=50K
34,10,0,0,55, >50K
60,10,0,0,40, <=50K
19,7,0,0,40, <=50K
59,9,0,0,20, <=50K
36,9,0,0,50, <=50K
25,9,0,0,40, <=50K
49,4,0,0,70, <=50K
25,9,0,0,30, <=50K
50,7,0,0,40, <=50K
44,12,0,0,43, <=50K
28,9,0,0,40, <=50K
33,10,0,0,20, <=50K
40,13,0,0,50, <=50K
56,10,0,0,45, <=50K
56,10,0,0,50, >50K
23,13,0,0,42, <=50K
38,9,0,0,40, <=50K
21,10,0,0,10, <=50K
67,4,0,0,24, <=50K
54,11,0,0,40, <=50K
50,9,0,0,40, <=50K
59,4,0,0,40, <=50K
51,7,0,0,40, <=50K
30,9,0,0,29, <=50K
42,9,0,0,40, >50K
64,9,0,0,20, <=50K
61,13,0,0,45, <=50K
26,13,0,0,40, <=50K
47,11,4064,0,40, <=50K
78,10,0,0,3, >50K
24,9,0,0,50, <=50K
27,7,0,0,40, <=50K
51,14,0,0,50, >50K
46,9,0,0,40, >50K
55,9,0,0,60, <=50K
20,10,0,0,40, <=50K
30,9,0,0,50, <=50K
36,10,0,0,30, <=50K
19,9,0,0,20, <=50K
30,13,0,0,40, >50K
31,12,0,0,50, >50K
26,9,0,0,96, <=50K
59,12,0,0,35, >50K
53,9,0,0,60, >50K
24,10,0,0,40, <=50K
24,10,0,0,54, <=50K
36,9,0,0,50, <=50K
39,14,0,0,50, >50K
53,9,0,0,32, <=50K
75,9,0,0,35, >50K
36,9,0,0,50, >50K
46,10,0,0,40, <=50K
56,9,0,1902,40, >50K
29,9,0,0,40, <=50K
60,5,0,0,49, <=50K
58,9,0,0,38, <=50K
67,9,0,0,55, <=50K
35,10,7688,0,38, >50K
39,10,0,0,80, <=50K
37,10,0,0,50, <=50K
54,10,0,0,50, <=50K
63,15,0,0,30, <=50K
47,7,0,0,38, <=50K
23,13,0,0,40, <=50K
55,9,4865,0,45, <=50K
49,7,0,0,40, <=50K
39,11,5178,0,40, >50K
23,9,0,0,40, <=50K
19,10,0,0,12, <=50K
44,14,0,0,40, >50K
25,11,0,0,40, <=50K
35,11,0,0,40, <=50K
23,9,0,0,40, <=50K
48,11,0,0,40, <=50K
48,10,2176,0,40, <=50K
44,9,0,0,40, <=50K
55,13,0,0,25, <=50K
33,9,0,0,50, <=50K
18,8,0,0,20, <=50K
24,13,2202,0,30, <=50K
32,12,0,0,56, >50K
24,13,0,0,20, <=50K
44,13,99999,0,70, >50K
27,13,0,0,45, <=50K
39,12,0,0,40, >50K
26,6,0,0,40, <=50K
34,14,0,0,40, >50K
38,14,99999,0,65, >50K
41,14,0,0,75, >50K
73,13,0,0,5, <=50K
32,9,0,0,50, <=50K
56,14,0,0,40, >50K
59,13,0,1977,50, >50K
44,10,0,0,60, >50K
35,13,0,1590,40, <=50K
52,9,3781,0,40, <=50K
30,10,3325,0,50, <=50K
23,13,0,0,40, <=50K
43,9,8614,0,43, >50K
61,9,0,0,50, <=50K
38,9,0,0,35, <=50K
68,6,0,0,16, <=50K
41,14,27828,0,50, >50K
42,10,0,0,40, <=50K
48,5,0,0,20, <=50K
19,9,0,0,40, <=50K
31,7,0,0,40, <=50K
40,12,0,2377,50, <=50K
32,13,0,0,40, <=50K
51,9,14084,0,40, >50K
44,13,0,0,40, >50K
23,13,0,0,30, <=50K
30,7,0,0,35, <=50K
44,13,0,0,45, <=50K
24,9,0,0,60, <=50K
34,9,0,0,60, <=50K
17,7,0,0,12, <=50K
61,14,0,0,45, >50K
30,13,0,0,40, <=50K
45,13,0,0,40, <=50K
22,11,0,0,40, <=50K
49,10,0,0,40, <=50K
39,12,0,0,45, <=50K
39,9,0,0,40, <=50K
34,10,0,0,40, <=50K
52,10,0,0,40, >50K
24,11,0,0,40, <=50K
38,13,0,0,45, >50K
19,7,0,0,40, <=50K
24,9,0,0,30, <=50K
25,12,0,0,43, <=50K
71,4,0,0,10, <=50K
27,9,0,0,40, <=50K
28,11,0,0,40, <=50K
54,11,15024,0,38, >50K
18,7,0,0,10, <=50K
49,9,0,0,40, <=50K
36,9,0,0,25, <=50K
57,9,0,0,50, <=50K
56,14,0,0,40, >50K
17,6,0,0,20, <=50K
30,9,0,0,50, <=50K
41,6,0,0,40, <=50K
26,9,0,0,40, <=50K
61,6,0,0,48, <=50K
50,10,0,0,40, <=50K
24,9,0,0,45, <=50K
44,7,0,0,40, <=50K
38,14,0,0,40, <=50K
61,4,0,0,40, <=50K
25,13,0,0,50, <=50K
34,9,0,0,70, <=50K
38,10,0,0,40, <=50K
42,9,0,0,55, <=50K
17,6,0,0,20, <=50K
48,4,0,0,40, <=50K
38,14,0,0,40, >50K
52,9,0,0,50, >50K
55,11,6849,0,40, <=50K
41,9,0,0,20, <=50K
45,3,0,0,35, <=50K
49,4,0,0,45, <=50K
19,10,0,0,20, <=50K
39,13,0,0,45, <=50K
43,10,2174,0,45, <=50K
42,10,0,0,65, <=50K
17,7,0,0,12, <=50K
30,12,0,0,25, <=50K
61,14,0,0,70, <=50K
48,14,15024,0,40, >50K
60,9,0,0,40, <=50K
57,9,0,0,40, >50K
27,3,0,0,45, <=50K
24,9,0,0,48, <=50K
41,8,0,0,84, >50K
42,9,0,0,40, <=50K
34,13,0,0,15, <=50K
22,5,0,0,36, <=50K
47,9,0,0,43, <=50K
50,9,0,1980,40, <=50K
30,9,0,0,40, <=50K
38,13,0,0,45, <=50K
31,9,0,0,55, >50K
44,10,0,0,45, >50K
34,10,0,1651,38, <=50K
52,9,14344,0,40, >50K
34,9,0,0,50, <=50K
31,10,0,0,40, <=50K
68,10,0,0,20, <=50K
22,9,0,0,40, <=50K
42,13,0,0,35, <=50K
37,9,0,0,35, <=50K
36,9,0,0,35, <=50K
38,10,0,0,30, <=50K
72,9,0,0,55, <=50K
40,3,0,0,40, <=50K
19,10,0,0,30, <=50K
55,11,0,0,50, >50K
30,12,0,0,40, <=50K
52,13,0,1092,40, <=50K
29,13,3103,0,45, >50K
41,10,0,0,4, <=50K
29,13,0,0,45, <=50K
24,13,0,0,20, <=50K
46,15,0,0,45, >50K
44,9,0,0,60, >50K
17,6,0,0,15, <=50K
35,11,0,0,35, <=50K
38,9,0,0,40, <=50K
36,5,0,0,40, <=50K
24,7,0,0,60, <=50K
38,13,0,0,99, <=50K
19,7,0,0,40, <=50K
30,9,0,0,45, <=50K
36,11,0,0,40, <=50K
27,10,0,0,45, <=50K
27,12,0,0,40, >50K
66,4,0,0,30, <=50K
65,10,0,2174,40, >50K
37,14,0,0,40, >50K
17,7,0,0,30, <=50K
19,10,0,0,40, <=50K
57,3,0,0,50, <=50K
54,14,0,0,30, <=50K
21,10,0,0,40, <=50K
43,9,0,0,40, <=50K
50,9,0,0,40, <=50K
38,7,0,0,48, >50K
31,9,15024,0,40, >50K
41,15,0,0,38, <=50K
20,10,0,0,40, <=50K
28,13,0,0,15, <=50K
62,5,0,0,35, <=50K
41,8,0,0,40, <=50K
37,9,0,0,45, <=50K
53,10,0,0,30, <=50K
28,13,0,0,50, >50K
23,14,0,0,30, <=50K
46,9,0,0,35, <=50K
28,9,0,0,45, <=50K
50,6,0,0,40, <=50K
19,10,0,0,45, <=50K
84,4,0,0,10, <=50K
48,15,0,0,35, >50K
61,9,0,0,20, <=50K
44,10,0,0,42, <=50K
32,9,0,0,60, <=50K
25,10,0,0,35, <=50K
47,10,0,0,40, <=50K
19,10,0,0,15, <=50K
37,10,0,0,17, <=50K
28,9,0,0,40, <=50K
34,12,0,0,40, >50K
32,10,0,0,35, <=50K
24,10,0,0,30, <=50K
22,10,0,0,25, <=50K
30,10,0,0,99, <=50K
56,14,0,0,40, <=50K
30,13,0,0,40, >50K
28,10,0,0,26, <=50K
40,10,0,1887,68, >50K
28,10,0,0,45, <=50K
39,8,0,0,40, <=50K
33,9,0,0,40, >50K
23,10,0,0,40, <=50K
32,10,0,0,55, <=50K
37,9,0,0,40, <=50K
71,3,0,0,75, <=50K
30,10,0,0,40, >50K
20,10,0,0,40, <=50K
53,9,0,1740,50, <=50K
42,9,0,0,45, <=50K
44,13,0,1902,56, >50K
26,14,0,0,40, <=50K
21,10,0,0,16, <=50K
37,9,0,0,40, <=50K
36,13,0,0,40, <=50K
25,9,0,0,40, <=50K
54,16,0,1977,43, >50K
38,13,0,0,50, >50K
29,9,0,0,40, <=50K
20,10,0,0,38, <=50K
32,9,0,0,50, <=50K
24,12,0,0,20, <=50K
59,9,0,0,40, >50K
56,13,0,0,40, >50K
40,9,0,0,84, <=50K
35,13,0,0,40, >50K
38,13,15024,0,40, >50K
24,10,0,0,20, <=50K
30,10,0,1848,40, >50K
61,9,0,0,40, <=50K
36,2,0,0,40, <=50K
20,10,0,0,20, <=50K
